 6.80000019, 6.80000019, 6.80000019, 6.80000019, 6.80000019, 6.80000019, 
 6.90000010, 6.90000010, 6.90000010, 6.90000010, 6.90000010, 6.90000010, 
 7.00000000, 7.00000000, 7.00000000, 7.00000000, 7.00000000, 7.00000000, 
 7.09999990, 7.09999990, 7.09999990, 7.09999990, 7.09999990, 7.09999990, 
 7.20000029, 7.20000029, 7.20000029, 7.20000029, 7.20000029, 7.20000029, 
 7.30000019, 7.30000019, 7.30000019, 7.30000019, 7.30000019, 7.30000019, 
 7.40000010, 7.40000010, 7.40000010, 7.40000010, 7.40000010, 7.40000010, 
 7.50000000, 7.50000000, 7.50000000, 7.50000000, 7.50000000, 7.50000000, 
 7.59999990, 7.59999990, 7.59999990, 7.59999990, 7.59999990, 7.59999990, 
 7.70000029, 7.70000029, 7.70000029, 7.70000029, 7.70000029, 7.70000029, 
 7.80000019, 7.80000019, 7.80000019, 7.80000019, 7.80000019, 7.80000019, 
 7.90000010, 7.90000010, 7.90000010, 7.90000010, 7.90000010, 7.90000010, 
 8.00000000, 8.00000000, 8.00000000, 8.00000000, 8.00000000, 8.00000000, 
 8.10000038, 8.10000038, 8.10000038, 8.10000038, 8.10000038, 8.10000038, 
 8.19999981, 8.19999981, 8.19999981, 8.19999981, 8.19999981, 8.19999981, 
 8.30000019, 8.30000019, 8.30000019, 8.30000019, 8.30000019, 8.30000019, 
 8.40000057, 8.40000057, 8.40000057, 8.40000057, 8.40000057, 8.40000057, 
 8.50000000, 8.50000000, 8.50000000, 8.50000000, 8.50000000, 8.50000000, 
 8.60000038, 8.60000038, 8.60000038, 8.60000038, 8.60000038, 8.60000038, 
 8.69999981, 8.69999981, 8.69999981, 8.69999981, 8.69999981, 8.69999981, 
 8.80000019, 8.80000019, 8.80000019, 8.80000019, 8.80000019, 8.80000019, 
 8.90000057, 8.90000057, 8.90000057, 8.90000057, 8.90000057, 8.90000057, 
 9.00000000, 9.00000000, 9.00000000, 9.00000000, 9.00000000, 9.00000000, 
 9.10000038, 9.10000038, 9.10000038, 9.10000038, 9.10000038, 9.10000038, 
 9.19999981, 9.19999981, 9.19999981, 9.19999981, 9.19999981, 9.19999981, 
 9.30000019, 9.30000019, 9.30000019, 9.30000019, 9.30000019, 9.30000019, 
 9.40000057, 9.40000057, 9.40000057, 9.40000057, 9.40000057, 9.40000057, 
 9.50000000, 9.50000000, 9.50000000, 9.50000000, 9.50000000, 9.50000000, 
 9.60000038, 9.60000038, 9.60000038, 9.60000038, 9.60000038, 9.60000038, 
 9.69999981, 9.69999981, 9.69999981, 9.69999981, 9.69999981, 9.69999981, 
 9.80000019, 9.80000019, 9.80000019, 9.80000019, 9.80000019, 9.80000019, 
 9.90000057, 9.90000057, 9.90000057, 9.90000057, 9.90000057, 9.90000057, 
 10.0000000, 10.0000000, 10.0000000, 10.0000000, 10.0000000, 10.0000000, 
